Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,State,City,Tenure,Agegroup,Spendperyear,Siteperyear,HasAccountManager,Onboard_year,OnboardQuarter,CompanyRisk,EngagementScore,LoyaltyScore
Lisa Rodriguez,49,14124.0,1,3.02,10,2014-12-17 02:27:00,"567 Ian Loop Lambertberg, MA 68810-6480","Rocha, Wagner and Chandler",0,MA,Lambertberg,3-5years,45-55,4676.82,3.3,Yes,2014,4,0.0,30.2,3513.43
Eric Martin,44,14155.97,1,6.99,8,2006-05-31 09:24:00,"162 Paul Freeway Apt. 301 New Jessicaton, SC 29138",Warner-Welch,0,SC,Jessicaton,5-10years,35-45,2025.17,1.1,Yes,2006,2,0.0,55.92,1771.71
Sharon Hull,37,11294.26,0,4.95,10,2007-11-09 16:04:00,USCGC Collier FPO AE 40469-8677,Bradley-White,0,,40469-8677,3-5years,35-45,2281.67,2.0,No,2007,4,0.0,49.5,1898.19
Allison Clark DDS,43,14241.75,0,3.73,12,2006-07-11 11:32:00,"PSC 9202, Box 1991 APO AA 75619",Robinson-Perez,0,Box,9202,3-5years,35-45,3818.16,3.2,No,2006,3,0.0,44.76,3010.94
Nicholas Williams,43,11334.3,0,3.47,9,2014-01-21 22:14:00,"600 Rachel Manor Port Mary, SD 03631-0936",Haley Inc,0,SD,Mary,3-5years,35-45,3266.37,2.6,No,2014,1,0.0,31.23,2535.64
Wanda Hess,34,7818.13,0,6.11,8,2006-03-02 01:45:00,"3334 Alvarez Streets Apt. 358 Joyceton, MH 42340-8249",Mccarty-Stevens,0,MH,Joyceton,5-10years,25-35,1279.56,1.3,No,2006,1,0.0,48.88,1099.6
Fernando Ramsey,47,11520.18,1,5.07,9,2014-12-04 09:09:00,"73285 Norman Ramp Apt. 829 Tommyport, ID 38974-8331",Anderson-Palmer,0,ID,Tommyport,5-10years,45-55,2272.22,1.8,Yes,2014,4,0.0,45.63,1897.89
Sylvia Crawford,47,7996.78,1,5.45,8,2009-07-23 06:05:00,"032 Craig Lane Robertstown, AK 35233",Nguyen-Grant,0,AK,Robertstown,5-10years,45-55,1467.3,1.5,Yes,2009,3,0.0,43.6,1239.81
Trevor Burns,27,8628.8,1,5.3,7,2016-04-11 08:58:00,"2786 Collins Loaf Susanchester, CT 84620-3615",King LLC,0,CT,Susanchester,5-10years,25-35,1628.08,1.3,Yes,2016,2,0.0,37.1,1369.65
Kristen Terry,39,10292.19,0,4.99,8,2015-11-12 03:06:00,"2091 Antonio Tunnel Apt. 841 Gibsonburgh, GU 98706",Rodriguez Group,0,GU,Gibsonburgh,3-5years,35-45,2062.56,1.6,No,2015,4,0.0,39.92,1718.23
Mr. Joseph Garcia,32,11540.86,0,3.0,7,2008-12-30 08:28:00,"3028 Robles Road South Megan, CT 13834-0339","Zuniga, Clark and Shaffer",0,CT,Megan,3-5years,25-35,3846.95,2.3,No,2008,4,0.0,21.0,2885.22
Lauren Nelson,40,7490.92,0,4.75,5,2013-08-05 20:26:00,"341 Benjamin Knolls Robertview, ND 28469-9018",Hall Inc,0,ND,Robertview,3-5years,35-45,1577.04,1.1,No,2013,3,0.0,23.75,1302.77
Frank Coleman,39,4316.73,1,4.79,9,2006-06-16 14:31:00,"686 Bonnie Locks Suite 704 Hayesburgh, SD 23695-5265",Pollard-Lambert,0,SD,Hayesburgh,3-5years,35-45,901.2,1.9,Yes,2006,2,0.0,43.11,745.55
Faith Sanchez,41,11738.88,0,7.27,9,2009-06-26 18:06:00,"390 Johnson Glen Apt. 475 East Dawnbury, ME 42067",Frazier and Sons,0,ME,Dawnbury,5-10years,35-45,1614.7,1.2,No,2009,2,0.0,65.42999999999999,1419.45
Catherine Johnston,38,15509.97,0,4.65,8,2006-07-06 02:38:00,"590 Ware Mission East Markhaven, PR 46489","Thomas, Marks and Hurst",0,PR,Markhaven,3-5years,35-45,3335.48,1.7,No,2006,3,0.0,37.2,2745.13
Anthony Green,52,12010.74,0,5.09,8,2010-02-26 16:33:00,"824 Ryan Orchard Rebeccabury, FL 02869","Miller, Gardner and Harris",0,FL,Rebeccabury,5-10years,45-55,2359.67,1.6,No,2010,1,0.0,40.72,1972.21
Justin Brady,43,5907.07,0,5.89,8,2011-02-12 01:22:00,"9462 Samuel Place Lake Jamie, WV 34853",Hunter LLC,0,WV,Jamie,5-10years,35-45,1002.9,1.4,No,2011,1,0.0,47.12,857.34
Hector Anderson,39,10510.95,0,2.87,9,2009-06-28 11:42:00,"321 Perez Village Ericaview, GU 17997",Rodriguez Inc,0,GU,Ericaview,1-3years,35-45,3662.35,3.1,No,2009,2,0.0,25.830000000000002,2716.01
Jessica Hudson,43,8914.46,0,6.49,7,2008-04-21 23:26:00,"7255 Weber Port Davischester, ND 95345-7872","Smith, Marshall and Conway",0,ND,Davischester,5-10years,35-45,1373.57,1.1,No,2008,2,0.0,45.43,1190.18
Brittney Nichols,38,5353.97,0,6.25,9,2012-01-17 00:39:00,"85040 Denise Mills West Lynn, TN 21871","Johnson, Mills and Murphy",0,TN,Lynn,5-10years,35-45,856.64,1.4,No,2012,1,0.0,56.25,738.48
Mary Davis,36,12495.15,0,4.86,9,2016-06-08 11:44:00,"5304 Richards Run Apt. 960 Lake Emilyville, VA 21428","Jordan, Guerrero and Hoffman",0,VA,Emilyville,3-5years,35-45,2571.02,1.9,No,2016,2,0.0,43.74,2132.28
Paula Rivera,45,13118.56,0,4.89,7,2010-05-16 09:00:00,"2518 Vargas Highway Suite 437 Port Briannaburgh, PA 26077","Rodriguez, Mcguire and Johnson",0,PA,Briannaburgh,3-5years,45-55,2682.73,1.4,No,2010,2,0.0,34.23,2227.26
Lisa Munoz,39,5846.65,1,6.65,9,2007-03-27 15:23:00,"504 Knight Lodge Apt. 985 Annastad, NV 86484",Anderson Group,0,NV,Annastad,5-10years,35-45,879.2,1.4,Yes,2007,1,0.0,59.85,764.27
Kimberly Carrillo,37,7239.49,1,5.01,9,2013-04-18 06:03:00,"513 Bullock Alley New Diane, NM 39999",Rodriguez PLC,0,NM,Diane,5-10years,35-45,1445.01,1.8,Yes,2013,2,0.0,45.089999999999996,1204.57
Charles Thompson,36,14003.88,1,3.54,6,2007-03-25 22:58:00,"066 Jenkins Walks Barbaramouth, LA 76409",Sawyer and Sons,0,LA,Barbaramouth,3-5years,35-45,3955.9,1.7,Yes,2007,1,0.0,21.240000000000002,3084.56
Jasmin Sullivan,43,9891.3,0,5.75,11,2015-03-29 18:43:00,"22500 Paul Port Apt. 531 Nolanmouth, LA 85060-3073",Bailey-Rose,0,LA,Nolanmouth,5-10years,35-45,1720.23,1.9,No,2015,1,0.0,63.25,1465.38
Christopher Martin,39,9655.42,1,5.5,8,2011-09-01 16:47:00,"2910 Deborah Haven Apt. 221 Gomezstad, PW 18580-1005","Wise, Nichols and Allen",0,PW,Gomezstad,5-10years,35-45,1755.53,1.5,Yes,2011,3,0.0,44.0,1485.45
Richard Gonzalez,49,7904.67,0,5.58,6,2008-11-05 06:32:00,"PSC 2039, Box 7808 APO AP 35117",Lee and Sons,0,Box,2039,5-10years,45-55,1416.61,1.1,No,2008,4,0.0,33.480000000000004,1201.32
Christopher Price,43,10598.35,1,6.72,8,2006-01-14 22:09:00,"PSC 8020, Box 7594 APO AE 50638",Porter-Johnson,0,Box,8020,5-10years,35-45,1577.14,1.2,Yes,2006,1,0.0,53.76,1372.84
Jeremy Garcia,31,10182.6,1,3.77,8,2012-10-19 02:30:00,"0414 Ellis Creek Apt. 971 Gailberg, WV 99255-4310",King LLC,0,WV,Gailberg,3-5years,25-35,2700.95,2.1,Yes,2012,4,0.0,30.16,2134.72
Kevin Hebert,41,11316.69,0,6.23,10,2007-04-14 21:21:00,"281 Phyllis Port West Jessica, VT 75528-7229",Castro-Kline,0,VT,Jessica,5-10years,35-45,1816.48,1.6,No,2007,2,0.0,62.300000000000004,1565.24
Jessica Morris,43,6065.64,1,4.86,7,2011-01-26 13:35:00,"69465 Murphy Harbor Bishopchester, MP 09567",Hernandez Ltd,0,MP,Bishopchester,3-5years,35-45,1248.07,1.4,Yes,2011,1,0.0,34.02,1035.09
Wendy Wells,41,8907.76,0,6.99,7,2016-09-09 03:56:00,"81421 Joseph Canyon Apt. 100 Josephton, MT 11927-8464","Sanchez, Ferguson and Ramos",0,MT,Josephton,5-10years,35-45,1274.36,1.0,No,2016,3,0.0,48.93,1114.86
Amanda Barnett,45,9773.22,1,3.79,10,2009-06-04 09:14:00,"205 Campbell Highway Port Wyatt, AK 84887-4000",Lee Ltd,0,AK,Wyatt,3-5years,45-55,2578.69,2.6,Yes,2009,2,0.0,37.9,2040.34
Willie George II,32,9036.27,0,7.14,11,2010-06-29 07:19:00,Unit 5118 Box 3795 DPO AA 27599,"Murphy, Davis and Zimmerman",0,,27599,5-10years,25-35,1265.58,1.5,No,2010,2,0.0,78.53999999999999,1110.11
Troy Burke,50,8193.77,0,5.13,8,2011-09-30 21:43:00,"2819 Wright Summit Nicholasmouth, CT 05051-3807",Austin LLC,0,CT,Nicholasmouth,5-10years,45-55,1597.23,1.6,No,2011,3,0.0,41.04,1336.67
Kyle Mcguire,30,10183.98,1,5.14,9,2009-02-13 23:12:00,"1005 Kevin Mews Bennettmouth, VI 93240-6963","Smith, Salazar and Ward",0,VI,Bennettmouth,5-10years,25-35,1981.32,1.8,Yes,2009,1,0.0,46.26,1658.63
Adam Harris,44,9815.03,1,4.9,9,2016-05-29 06:00:00,"40488 Michael Forge Lake Heatherbury, OK 21867","Smith, Oconnor and Brown",0,OK,Heatherbury,3-5years,35-45,2003.07,1.8,Yes,2016,2,0.0,44.1,1663.56
Roy Marshall,43,6098.15,0,3.74,8,2014-02-19 04:42:00,"55334 William Square Kaylaland, TN 06847-1171","Harrison, Cox and Russell",0,TN,Kaylaland,3-5years,35-45,1630.52,2.1,No,2014,1,0.0,29.92,1286.53
Lisa Lee,45,13100.75,1,7.79,10,2010-05-08 01:45:00,"04983 Johnson Park Elizabethfurt, MT 88532",Clark-Dawson,0,MT,Elizabethfurt,5-10years,45-55,1681.74,1.3,Yes,2010,2,0.0,77.9,1490.42
Marc Price,40,10638.66,0,4.35,10,2008-07-26 11:52:00,"9411 Robinson Corners Apt. 595 North Samuelborough, GA 97735",Hayes-Hill,0,GA,Samuelborough,3-5years,35-45,2445.67,2.3,No,2008,3,0.0,43.5,1988.53
James Griffin,52,9519.64,0,5.61,8,2015-12-05 19:35:00,Unit 5498 Box 5539 DPO AP 33602,Walker Ltd,0,,33602,5-10years,45-55,1696.91,1.4,No,2015,4,0.0,44.88,1440.19
Leslie Lopez,50,10358.08,0,5.41,8,2014-07-31 11:31:00,"7364 Jessica Way New Jeremyside, ND 50029",Copeland Inc,0,ND,Jeremyside,5-10years,45-55,1914.62,1.5,No,2014,3,0.0,43.28,1615.93
Richard Jackson,46,7638.13,1,4.91,9,2007-03-15 05:45:00,"8169 Catherine Dam Grantville, MN 89963",Riley Group,0,MN,Grantville,3-5years,45-55,1555.63,1.8,Yes,2007,1,0.0,44.19,1292.41
Kevin Gordon MD,42,10807.46,1,6.74,7,2007-10-10 17:28:00,"66383 Williams Brooks Lake Richardside, NJ 36694","Dougherty, Guzman and Martin",0,NJ,Richardside,5-10years,35-45,1603.48,1.0,Yes,2007,4,0.0,47.18,1396.31
Dean Spears,37,11945.5,1,5.37,8,2008-03-07 06:37:00,"25364 Snyder Bridge Cookton, WI 66968",Watkins-Gill,0,WI,Cookton,5-10years,35-45,2224.49,1.5,Yes,2008,1,0.0,42.96,1875.27
Kara Barnett,48,13597.5,0,6.45,8,2013-05-02 22:34:00,"5248 Cameron Ridges Suite 289 East Jeffreyport, MP 00728",Roberson Group,0,MP,Jeffreyport,5-10years,45-55,2108.14,1.2,No,2013,2,0.0,51.6,1825.17
Kelly White,47,7364.12,1,3.65,9,2012-01-05 20:06:00,"77842 Jeffrey Common North Johnnytown, ND 76045",Allen LLC,0,ND,Johnnytown,3-5years,45-55,2017.57,2.5,Yes,2012,1,0.0,32.85,1583.68
Laura Turner,42,8934.99,1,6.21,8,2010-10-26 19:01:00,"46278 Austin Views Apt. 675 Port Paulfurt, KS 08809-6244","Johnson, Myers and Martinez",0,KS,Paulfurt,5-10years,35-45,1438.81,1.3,Yes,2010,4,0.0,49.68,1239.25
Hannah Mack,34,13672.54,0,6.05,6,2016-03-05 13:19:00,"412 Martin Village Apt. 913 Debbieside, NH 82863","Phillips, Shepherd and Davis",0,NH,Debbieside,5-10years,25-35,2259.92,1.0,No,2016,1,0.0,36.3,1939.37
Christina Farmer,44,9446.84,0,4.59,10,2008-11-26 23:15:00,"95806 Fuller Crossroad Suite 269 Lake Denise, VA 86649",Gutierrez-Doyle,0,VA,Denise,3-5years,35-45,2058.14,2.2,No,2008,4,0.0,45.9,1689.95
Patricia Deleon,36,11082.13,0,4.84,9,2012-04-05 16:54:00,"6857 Sean Heights New Caitlin, OR 57302",Cannon-Blevins,0,OR,Caitlin,3-5years,35-45,2289.7,1.9,No,2012,2,0.0,43.56,1897.62
Peggy Rodriguez,38,10005.91,1,5.44,9,2009-03-31 19:37:00,"21549 Williams Ways Suite 186 East Crystalville, NV 65321",Brown LLC,0,NV,Crystalville,5-10years,35-45,1839.32,1.7,Yes,2009,1,0.0,48.96,1553.71
Steven Price,38,11227.39,1,5.71,9,2011-04-05 07:23:00,"586 Gregory Gateway Suite 935 Port Deborah, OK 46332",Tran-Morris,0,OK,Deborah,5-10years,35-45,1966.27,1.6,Yes,2011,2,0.0,51.39,1673.23
Linda Mason,34,13574.25,0,5.2,9,2010-01-30 19:50:00,Unit 7583 Box 3011 DPO AP 05481,"Ballard, Underwood and Brown",0,,05481,5-10years,25-35,2610.43,1.7,No,2010,1,0.0,46.800000000000004,2189.4
Edward Rhodes,46,7876.84,1,6.41,10,2015-02-08 10:45:00,"56573 Emily Falls Apt. 917 Simpsontown, VA 11466-4489",Walker and Sons,0,VA,Simpsontown,5-10years,45-55,1228.84,1.6,Yes,2015,1,0.0,64.1,1063.0
Martin Williams MD,39,10413.93,0,3.75,11,2009-09-17 13:18:00,"9373 Carpenter Spur Michellebury, UT 07973",Valdez Group,0,UT,Michellebury,3-5years,35-45,2777.05,2.9,No,2009,3,0.0,41.25,2192.41
Molly Perez,36,11079.61,1,4.12,9,2011-09-16 01:39:00,"236 Smith Lake Suite 670 West Charles, OK 98173",Allen PLC,0,OK,Charles,3-5years,35-45,2689.23,2.2,Yes,2011,3,0.0,37.08,2163.99
David Hernandez,36,12192.94,1,6.46,9,2015-03-02 20:54:00,"719 Kenneth Port Suite 911 New Micheal, GU 32134",Lane and Sons,0,GU,Micheal,5-10years,35-45,1887.45,1.4,Yes,2015,1,0.0,58.14,1634.44
Brendan Garcia,47,9101.71,0,4.11,6,2013-07-20 00:18:00,USS Reed FPO AE 89292-3816,"Arnold, Skinner and Strickland",0,,89292-3816,3-5years,45-55,2214.53,1.5,No,2013,3,0.0,24.660000000000004,1781.16
Curtis Phillips,38,12978.81,0,7.94,7,2011-07-21 16:04:00,Unit 6530 Box 3626 DPO AA 16636-7105,Sweeney-Hall,0,,16636-7105,5-10years,35-45,1634.61,0.9,No,2011,3,0.0,55.580000000000005,1451.77
Frank Mann MD,43,8007.18,1,5.45,8,2009-04-13 22:54:00,"40205 Sellers Ville Apt. 983 Melanieview, DC 06529","Carter, Johnson and Franklin",0,DC,Melanieview,5-10years,35-45,1469.21,1.5,Yes,2009,2,0.0,43.6,1241.42
Wayne Clark,43,6471.68,0,4.93,9,2008-06-19 01:29:00,"72663 John Turnpike West Ryan, NY 72119-1924",Brown-Coleman,0,NY,Ryan,3-5years,35-45,1312.71,1.8,No,2008,2,0.0,44.37,1091.35
Carol Johnston,33,14160.05,1,4.61,7,2015-11-19 09:40:00,"303 Brittany Landing Suite 749 Meghanmouth, TX 27021-4399",Lewis-Wilson,0,TX,Meghanmouth,3-5years,25-35,3071.59,1.5,Yes,2015,4,0.0,32.27,2524.07
Cameron Brown,39,11490.75,0,4.93,8,2014-12-23 02:56:00,"783 Reyes Extension Suite 224 North Angela, IA 45864",Shaw-Jackson,0,IA,Angela,3-5years,35-45,2330.78,1.6,No,2014,4,0.0,39.44,1937.73
Jacob Gutierrez,40,11338.94,0,6.23,7,2007-08-17 09:17:00,"8489 Christopher Circles Apt. 542 Sarahmouth, AL 61019-4480",Parrish LLC,0,AL,Sarahmouth,5-10years,35-45,1820.05,1.1,No,2007,3,0.0,43.61,1568.32
Caitlin Johnston,28,11245.38,0,6.72,8,2016-12-09 09:29:00,"42425 John Estates Lake Jonathanshire, NJ 46554",Yang Ltd,0,NJ,Jonathanshire,5-10years,25-35,1673.42,1.2,No,2016,4,0.0,53.76,1456.66
Monica Graham,40,13987.59,1,5.58,7,2016-02-29 07:42:00,"3077 George Views Suite 883 Vangmouth, WI 86289",Anderson Group,0,WI,Vangmouth,5-10years,35-45,2506.74,1.3,Yes,2016,1,0.0,39.06,2125.77
Andrew Gates,48,12810.16,0,2.21,10,2015-03-27 04:57:00,"779 Jeremy Road Port Ryan, CO 89095-3953","Conner, Brown and Johnson",0,CO,Ryan,1-3years,45-55,5796.45,4.5,No,2015,1,0.0,22.1,3990.7
Alyssa Pitts,45,10976.03,0,4.5,10,2014-07-13 21:28:00,"881 Neal Mill Apt. 098 West Alexandra, RI 98586-9878","Smith, Anderson and Reyes",0,RI,Alexandra,3-5years,45-55,2439.12,2.2,No,2014,3,0.0,45.0,1995.64
Robert Rowe,48,7737.57,1,4.19,9,2009-05-29 14:47:00,"16913 Robyn Overpass Apt. 119 Roweberg, MO 99456",Woods-Durham,0,MO,Roweberg,3-5years,45-55,1846.68,2.1,Yes,2009,2,0.0,37.71,1490.86
Keith Perez,45,7748.34,0,4.2,8,2008-10-29 16:46:00,"467 Shannon Islands Apt. 468 Higginsville, GU 54051",Jensen-Smith,0,GU,Higginsville,3-5years,45-55,1844.84,1.9,No,2008,4,0.0,33.6,1490.07
Benjamin Davenport,55,8270.52,1,5.15,8,2014-02-27 17:24:00,"7834 Day Garden Petersonburgh, ME 76865-5379",Morris Group,0,ME,Petersonburgh,5-10years,55-65,1605.93,1.6,Yes,2014,1,0.0,41.2,1344.8
Joshua Turner,32,11715.72,0,4.73,9,2010-01-11 04:57:00,"8092 Travis Forge Suite 409 New Glenn, NH 92763",Neal Inc,0,NH,Glenn,3-5years,25-35,2476.9,1.9,No,2010,1,0.0,42.57000000000001,2044.63
Mathew Rivera,48,9219.4,1,5.91,6,2011-08-04 02:52:00,"05272 Angela Unions Suite 032 Lewischester, WV 61156-3281",Zamora-Cherry,0,WV,Lewischester,5-10years,45-55,1559.97,1.0,Yes,2011,3,0.0,35.46,1334.21
Richard Underwood,45,5347.74,1,5.62,10,2014-07-27 23:34:00,"366 Jeremy Bypass North Kristin, NE 62364-9040",Gamble Ltd,0,NE,Kristin,5-10years,45-55,951.56,1.8,Yes,2014,3,0.0,56.2,807.82
Cathy Carney,42,9261.41,0,3.92,9,2009-06-27 05:38:00,"7816 Cynthia Unions Apt. 858 Elizabethhaven, KY 51905-4106",Carr and Sons,0,KY,Elizabethhaven,3-5years,35-45,2362.6,2.3,No,2009,2,0.0,35.28,1882.4
John Harris,41,11789.33,0,4.61,9,2006-07-04 11:18:00,"6339 Julie Canyon Apt. 275 Marshallchester, OK 68644",Barrett-Carrillo,0,OK,Marshallchester,3-5years,35-45,2557.34,2.0,No,2006,3,0.0,41.49,2101.48
John Walter,44,14023.22,1,3.49,10,2015-07-16 05:42:00,"80309 Davis Estate North Kelseyville, SC 01422-4929","Kennedy, Flores and Morris",0,SC,Kelseyville,3-5years,35-45,4018.11,2.9,Yes,2015,3,0.0,34.900000000000006,3123.21
Michael Lopez,36,9993.5,0,6.6,6,2014-02-25 02:59:00,"6626 Samantha Port Apt. 143 West Jennifermouth, SC 62851","May, King and Murray",0,SC,Jennifermouth,5-10years,35-45,1514.17,0.9,No,2014,1,0.0,39.599999999999994,1314.93
Erik Martinez,41,6535.91,0,4.83,11,2014-02-17 08:26:00,"9780 Michelle Gateway Apt. 049 Lake Gabriellemouth, OK 06225",Martinez-Roberts,0,OK,Gabriellemouth,3-5years,35-45,1353.19,2.3,No,2014,1,0.0,53.13,1121.08
Sally Velazquez,44,12835.19,1,5.44,7,2015-05-06 22:58:00,"3227 Lin Port Ambermouth, WI 81808-7704","Patterson, Clark and Garrison",0,WI,Ambermouth,5-10years,35-45,2359.41,1.3,Yes,2015,2,0.0,38.080000000000005,1993.04
Thomas Spears,42,11654.34,0,5.06,10,2007-04-08 11:12:00,"5651 Ryan Roads Apt. 091 New Jenniferstad, OR 83943-6211","Chandler, Rivera and Fleming",0,OR,Jenniferstad,5-10years,35-45,2303.23,2.0,No,2007,2,0.0,50.599999999999994,1923.16
Robin Sanchez,45,12200.96,1,4.7,6,2007-04-07 07:12:00,"2464 Cynthia Haven Apt. 333 Cynthiaport, FM 93220","Arellano, Smith and Lang",0,FM,Cynthiaport,3-5years,45-55,2595.95,1.3,Yes,2007,2,0.0,28.200000000000003,2140.52
Janet Hayden,34,12813.91,0,2.41,7,2006-01-17 22:25:00,"118 Linda Street Suite 025 Hunterberg, WA 50583","Bishop, Edwards and Webb",0,WA,Hunterberg,1-3years,25-35,5316.98,2.9,No,2006,1,0.0,16.87,3757.74
Francisco Moore,36,10345.19,1,4.84,10,2016-04-22 21:07:00,"7433 Matthew Stream South Susan, NE 04017-0029",Carrillo-Potts,0,NE,Susan,3-5years,35-45,2137.44,2.1,Yes,2016,2,0.0,48.4,1771.44
Tony Boone,49,8232.11,0,6.84,8,2006-04-18 10:56:00,"1484 Carter Court Stephentown, FL 02705-7717",Lopez-Nelson,0,FL,Stephentown,5-10years,45-55,1203.52,1.2,No,2006,2,0.0,54.72,1050.01
Phillip Spears,52,14838.84,0,5.12,8,2010-03-20 11:41:00,"30813 Ponce Street Apt. 308 Nashville, MN 56455-2134",Welch-Houston,0,MN,Nashville,5-10years,45-55,2898.21,1.6,No,2010,1,0.0,40.96,2424.65
Brandon Ballard,43,9541.45,0,6.05,8,2008-09-27 05:35:00,"97254 Ward Stravenue North Melanie, DE 04764",Graham-Allen,0,DE,Melanie,5-10years,35-45,1577.1,1.3,No,2008,3,0.0,48.4,1353.4
Christopher Johnson,46,7424.11,0,4.83,9,2006-10-26 00:50:00,"2804 Joel Station New Jennifer, DC 36785",Garcia-Moore,0,DC,Jennifer,3-5years,45-55,1537.08,1.9,No,2006,4,0.0,43.47,1273.43
Brian Torres,37,7062.59,1,4.56,9,2007-12-11 04:16:00,"4475 Stephanie Plaza Apt. 569 West Taylorchester, CT 29697-0584",Johnson Group,0,CT,Taylorchester,3-5years,35-45,1548.81,2.0,Yes,2007,4,0.0,41.04,1270.25
Cheryl Hayes,51,10776.82,0,5.1,5,2007-01-05 20:48:00,"667 Diaz Row Garnerview, IN 81368-5410","Hill, Roberts and Melendez",0,IN,Garnerview,5-10years,45-55,2113.1,1.0,No,2007,1,0.0,25.5,1766.69
Steven Mendoza,50,13247.31,0,3.48,6,2010-06-25 21:01:00,"6699 John Burg Suite 410 West Wendyview, PW 56120",Caldwell-Vargas,0,PW,Wendyview,3-5years,45-55,3806.7,1.7,No,2010,2,0.0,20.88,2956.99
Randy Hill,40,8610.43,1,5.08,7,2014-06-28 01:42:00,"9446 Gregory Mountain New Elizabethberg, AL 36341",Johnston Group,0,AL,Elizabethberg,5-10years,35-45,1694.97,1.4,Yes,2014,2,0.0,35.56,1416.19
Beth Fitzgerald,48,8863.36,0,6.35,7,2008-03-24 13:32:00,"63692 Lucas Neck Apt. 112 North Kevinshire, NH 24241-9525","Gonzalez, Gilbert and Wall",0,NH,Kevinshire,5-10years,45-55,1395.8,1.1,No,2008,1,0.0,44.449999999999996,1205.9
Angela Ross,39,13574.53,1,5.69,10,2014-04-23 10:59:00,"1008 Ricky River Port Joshua, GA 42542",Miller-Ramirez,0,GA,Joshua,5-10years,35-45,2385.68,1.8,Yes,2014,2,0.0,56.900000000000006,2029.08
Teresa Higgins,41,14216.37,1,1.81,8,2013-09-11 11:05:00,"34494 Luke Gateway Apt. 508 East Jason, WV 91110",Martin PLC,0,WV,Jason,1-3years,35-45,7854.35,4.4,Yes,2013,3,0.0,14.48,5059.21
Andrew Hester,48,11555.21,1,4.45,8,2007-09-18 14:11:00,"614 Wilson Extensions New Richardshire, AK 59247",Woodward-Bruce,0,AK,Richardshire,3-5years,45-55,2596.68,1.8,Yes,2007,3,0.0,35.6,2120.22
Laura Williams,55,5720.98,1,6.63,8,2013-01-30 01:58:00,"147 Antonio Roads South Sara, KY 70646-6480",Mcneil-Hayes,0,KY,Sara,5-10years,55-65,862.89,1.2,Yes,2013,1,0.0,53.04,749.8
Vanessa Hodge,38,8370.15,0,8.6,5,2009-01-24 14:58:00,"29252 Powell Brook Suite 931 Port Scottland, MT 15769-3539",Li Ltd,0,MT,Scottland,5-10years,35-45,973.27,0.6,No,2009,1,0.0,43.0,871.89
Amy Stanley,43,9060.28,1,4.95,6,2010-10-15 11:16:00,"906 Kelly Courts Suite 424 Lake Michaelborough, NV 63970",Johnson-Nelson,0,NV,Michaelborough,3-5years,35-45,1830.36,1.2,Yes,2010,4,0.0,29.700000000000003,1522.74
Brenda Ruiz,44,7193.84,0,6.22,7,2016-11-07 08:00:00,"34011 Montgomery Terrace Reynoldsmouth, MI 62031-7230",Avery Inc,0,MI,Reynoldsmouth,5-10years,35-45,1156.57,1.1,No,2016,4,0.0,43.54,996.38
William Krause,42,11225.96,0,5.89,7,2013-05-31 14:29:00,USNV Perry FPO AP 32236-2293,"Hall, Hernandez and Palmer",0,,32236-2293,5-10years,35-45,1905.94,1.2,No,2013,2,0.0,41.23,1629.31
David Bowers,49,12893.19,0,5.13,7,2009-04-09 00:38:00,"5737 Bowman Throughway Suite 494 Port Austinbury, AK 56390-6671","Anthony, Walter and Moore",0,AK,Austinbury,5-10years,45-55,2513.29,1.4,No,2009,2,0.0,35.91,2103.29
David Grant,45,13896.99,0,4.26,8,2009-11-11 23:33:00,"2974 Melvin Fords Suite 760 East Jacob, PR 90451-9722","Bryan, Small and Meyer",0,PR,Jacob,3-5years,45-55,3262.2,1.9,No,2009,4,0.0,34.08,2642.01
Dominique Schneider,43,12378.57,1,4.04,8,2007-08-07 06:00:00,"68378 Jeffrey Locks Apt. 678 Gibbsstad, OR 40474",Ford LLC,0,OR,Gibbsstad,3-5years,35-45,3064.0,2.0,Yes,2007,3,0.0,32.32,2456.07
Martin Avila,42,11768.71,1,6.24,7,2007-05-31 09:21:00,"652 Yvette Forks Webbmouth, OH 61071-0774",Arnold-Mitchell,0,OH,Webbmouth,5-10years,35-45,1886.01,1.1,Yes,2007,2,0.0,43.68,1625.51
Dean Beck,32,8011.38,0,5.35,10,2013-12-21 04:31:00,"9161 Carmen Village Ernestfort, RI 88511-5609",Wade-Parker,0,RI,Ernestfort,5-10years,25-35,1497.45,1.9,No,2013,4,0.0,53.5,1261.63
Kevin Powell,43,16955.76,0,7.04,8,2007-11-14 07:55:00,"33165 Joshua Streets Suite 299 Josephchester, ID 54756",Carroll Ltd,0,ID,Josephchester,5-10years,35-45,2408.49,1.1,No,2007,4,0.0,56.32,2108.93
John Barber,43,10530.33,1,4.14,7,2014-02-16 04:04:00,"74415 Maxwell Walks Apt. 242 North Brandonland, AR 13900-6164",Taylor-Patel,0,AR,Brandonland,3-5years,35-45,2543.56,1.7,Yes,2014,1,0.0,28.979999999999997,2048.7
Sylvia Sherman,42,11783.81,1,5.27,7,2010-09-27 05:53:00,"451 Diaz Trafficway Mckinneymouth, AK 73479-7853",Robinson PLC,0,AK,Mckinneymouth,5-10years,35-45,2236.02,1.3,Yes,2010,3,0.0,36.89,1879.4
